,Provincia,Partido,Localidad,Población,ADSL,Cablemódem,Dial Up,Fibra óptica,Satelital,Wireless,Telefonía Fija,3G,4G,Link,Latitud,Longitud,Total_Servicios_Disponibles,Categoria_Poblacion
243,BUENOS AIRES,Lanús,Remedios Escalada De San Martin,82576,True,True,True,True,False,True,True,True,True,6434010.0,-34.723808815713,-58.397669711018,8,Grande
244,BUENOS AIRES,Lanús,Valentín Alsina,41716,True,True,True,True,False,True,True,True,True,6434010.0,-34.672035526127,-58.4134851675076,8,Grande
245,BUENOS AIRES,Mercedes,Goldney,85,False,False,False,False,False,False,False,False,False,6532005.0,-34.6029546709308,-59.288213732192,0,Muy pequeña
246,BUENOS AIRES,Mercedes,Gowland,1738,False,False,False,True,False,True,False,True,True,6532010.0,-34.652429281715,-59.3523186300108,4,Pequeña
247,BUENOS AIRES,Mercedes,Jorge Born,191,False,False,False,False,False,True,False,False,False,6532030.0,-34.69896,-59.31944,1,Muy pequeña
248,BUENOS AIRES,Mercedes,Mercedes,56116,True,True,True,True,True,True,True,True,True,6532020.0,-34.6521715354886,-59.4295981722689,9,Grande
249,BUENOS AIRES,Mercedes,Tomás Jofré,0,False,False,False,False,False,False,False,False,False,6532020.0,-34.698955554941,-59.3194428313109,0,Muy pequeña
250,BUENOS AIRES,Merlo,Libertad,112806,True,True,True,True,True,True,True,True,True,6539010.0,-34.7085422423529,-58.6795867252566,9,Grande
251,BUENOS AIRES,Merlo,Mariano Acosta,60717,True,True,False,True,False,True,True,True,True,6539010.0,-34.7154808073462,-58.7976740413845,7,Grande
252,BUENOS AIRES,Merlo,Merlo,274130,True,True,True,True,True,True,True,True,True,6539010.0,-34.6823277014068,-58.7436432079669,9,Grande
253,BUENOS AIRES,Merlo,Pontevedra,37628,True,True,True,True,False,True,True,True,True,6539010.0,-34.7467959489481,-58.7060431536772,8,Grande
254,BUENOS AIRES,Tres De Febrero,El Libertador,15270,True,True,False,True,False,False,True,True,True,6840010.0,-34.5564986200599,-58.622337837699,6,Grande
255,BUENOS AIRES,Tres De Febrero,Jose Ingenieros,7300,True,True,False,True,False,True,True,True,True,6840010.0,-34.6171528691842,-58.5342186326877,7,Mediana
256,BUENOS AIRES,Tres De Febrero,Loma Hermosa,18152,True,True,False,True,False,False,True,True,True,6840010.0,-34.5684066633166,-58.603081885803,6,Grande
257,BUENOS AIRES,Tres De Febrero,Martín Coronado,19326,True,True,False,True,False,False,True,True,True,6840010.0,-34.5852038063892,-58.5918755543704,6,Grande
258,BUENOS AIRES,Tres De Febrero,Pablo Podestá,12990,True,True,False,True,False,True,True,True,True,6840010.0,-34.5758246152249,-58.6202497472316,7,Grande
259,BUENOS AIRES,Tres De Febrero,Remedios De Escalada,11987,True,True,False,True,False,False,True,True,True,6840010.0,-34.5705752444729,-58.620118067161,6,Grande
260,BUENOS AIRES,Tres De Febrero,Saenz Peña,11666,True,True,False,True,True,True,True,True,True,6840010.0,-34.5992886088748,-58.5320796402641,8,Grande
261,BUENOS AIRES,Tres De Febrero,Santos Lugares,17205,True,True,False,True,False,True,True,True,True,6840010.0,-34.5991533496562,-58.5478835120962,7,Grande
262,CABA,COMUNA 02,RECOLETA,157932,True,True,True,True,True,True,True,True,True,2000010.0,-34.5858760078165,-58.3949961802632,9,Grande
263,CABA,COMUNA 12,VILLA URQUIZA,91563,True,True,True,True,True,True,True,True,True,2000010.0,-34.5715411303449,-58.4878560596649,9,Grande
264,BUENOS AIRES,Bahía Blanca,Villa Bordeau,0,False,False,False,False,False,False,False,True,True,6056020.0,-38.6472605094596,-62.3200223419024,2,Muy pequeña
265,BUENOS AIRES,Bahía Blanca,Villa Espora,0,False,False,False,False,False,False,False,False,False,6056020.0,-38.7765069529222,-62.1851833537179,0,Muy pequeña
266,BUENOS AIRES,Balcarce,Balcarce,38376,True,True,True,True,False,True,True,True,True,6063010.0,-37.8482779294345,-58.2551665841248,8,Grande
267,BUENOS AIRES,Balcarce,Los Pinos,337,False,False,False,False,False,True,True,False,False,6063020.0,-37.9412057603,-58.3225920150442,2,Muy pequeña
268,BUENOS AIRES,Balcarce,Napaleofú,374,False,False,False,True,False,True,True,True,True,6063030.0,-37.6254980210026,-58.7461862359423,5,Muy pequeña
269,BUENOS AIRES,Balcarce,Ramos Otero,95,False,False,False,False,False,True,False,False,True,6063040.0,-37.5426353712017,-58.3407185507274,2,Muy pequeña
270,BUENOS AIRES,Balcarce,San Agustín,498,False,False,False,False,False,True,True,False,False,6063050.0,-38.0122838564587,-58.355377761682,2,Muy pequeña
271,BUENOS AIRES,Balcarce,Villa Laguna La Brava,115,False,False,False,False,False,True,True,True,True,6063060.0,-37.8596285282151,-57.9806008736401,4,Muy pequeña
272,BUENOS AIRES,Baradero,Baradero,28537,True,True,False,True,True,True,True,True,True,6070010.0,-33.8128781547156,-59.5043068852807,8,Grande
273,BUENOS AIRES,Baradero,Irineo Portela,379,False,False,False,True,True,True,True,False,False,6070020.0,-33.9810489198561,-59.6715601606315,4,Muy pequeña
274,BUENOS AIRES,Baradero,Santa Coloma,203,False,False,False,False,False,True,False,False,True,6070030.0,-34.062154134736,-59.5585420642846,2,Muy pequeña
275,BUENOS AIRES,Baradero,Villa Alsina (Est. Alsina),1488,True,False,False,False,False,True,True,True,True,6070040.0,-33.9096038045591,-59.3882017132282,5,Pequeña
276,BUENOS AIRES,Benito Juárez,Barker,1241,False,False,True,True,True,True,True,True,True,6084010.0,-37.6424111302365,-59.3889380312927,7,Pequeña
277,BUENOS AIRES,Laprida,Laprida,8840,False,True,False,True,False,False,True,True,True,6448010.0,-37.5467976434903,-60.7970535965801,5,Mediana
278,BUENOS AIRES,Laprida,Pueblo Nuevo,36,False,False,False,False,False,True,False,False,False,6448020.0,-37.3263227,-60.9098409,1,Muy pequeña
279,BUENOS AIRES,Laprida,Pueblo San Jorge,248,False,False,False,False,False,True,True,False,False,6448030.0,-37.2298626892886,-60.9621658450441,2,Muy pequeña
280,BUENOS AIRES,Las Flores,Coronel Boerr,15,False,False,False,False,False,True,False,False,False,6455010.0,-35.9414440334215,-59.0693547287839,1,Muy pequeña
281,BUENOS AIRES,Las Flores,El Trigo,43,False,False,False,True,False,True,False,False,False,6455020.0,-35.8815483511482,-59.4063369903389,2,Muy pequeña
282,BUENOS AIRES,Las Flores,Las Flores,21455,True,False,False,True,False,True,True,True,True,6455030.0,-36.0154969145348,-59.1004659218434,6,Grande
283,BUENOS AIRES,Las Flores,Pardo,159,False,False,False,False,False,True,False,True,True,6455040.0,-36.2437580460508,-59.3662916338311,3,Muy pequeña
284,BUENOS AIRES,Leandro N. Alem,Alberdi Viejo,318,True,False,False,False,False,True,False,True,True,6462010.0,-34.4418003349,-61.8448787838164,4,Muy pequeña
285,BUENOS AIRES,Leandro N. Alem,El Dorado,318,False,False,False,False,True,True,True,False,False,6462020.0,-34.6528608747523,-61.5829085058874,3,Muy pequeña
286,BUENOS AIRES,Leandro N. Alem,Fortín Acha,103,False,False,False,False,False,True,False,False,False,6462030.0,-34.3430420274499,-61.5156655267073,1,Muy pequeña
287,BUENOS AIRES,Leandro N. Alem,Juan Bautista Alberdi (Est. Alberdi),3404,True,True,False,True,False,True,True,True,True,6462040.0,-34.4387919326349,-61.8121893821736,7,Mediana
288,BUENOS AIRES,Leandro N. Alem,Leandro N. Alem,2468,False,True,False,False,False,True,False,True,True,6462050.0,-34.5217246234597,-61.391182899484,4,Mediana
289,BUENOS AIRES,Leandro N. Alem,Vedia,8827,True,False,False,True,True,True,True,True,True,6462060.0,-34.4973984349932,-61.5453447631479,7,Mediana
290,BUENOS AIRES,Necochea,Energía,63,False,False,False,False,False,True,False,False,False,6581025.0,-38.5580125335608,-59.3364566671065,1,Muy pequeña
291,BUENOS AIRES,Necochea,Juan N. Fernández,2721,True,False,False,False,True,True,True,True,True,6581030.0,-38.0091787783017,-59.2634988347821,6,Mediana
292,BUENOS AIRES,Necochea,Necochea - Quequén,84784,True,True,True,True,True,True,True,True,True,6581040.0,-38.5711702285697,-58.7702419838751,9,Grande
293,BUENOS AIRES,Necochea,Nicanor Olivera (Est. La Dulce),2131,True,False,True,False,False,True,True,True,False,6581050.0,-38.2846361959919,-59.202754253612,5,Mediana
294,BUENOS AIRES,Necochea,Ramón Santamarina,430,False,False,False,False,False,False,True,True,True,6581060.0,-38.4503897333336,-59.3311154416146,3,Muy pequeña
295,BUENOS AIRES,Olavarría,Blancagrande,65,False,False,False,False,False,False,False,False,False,6595010.0,-36.5328887082639,-60.8824549132602,0,Muy pequeña
296,BUENOS AIRES,Olavarría,Colonia Hinojo,3841,False,False,False,False,False,True,False,False,True,6595070.0,-36.8800694499223,-60.1780552970612,2,Mediana
297,BUENOS AIRES,Olavarría,Colonia Nievas,10,False,False,False,False,False,False,False,False,False,6595030.0,-36.8641370257955,-60.0816424704,0,Muy pequeña
298,BUENOS AIRES,Olavarría,Colonia San Miguel,902,False,False,False,False,False,False,False,False,False,6595040.0,-36.9495659791886,-60.1108954083182,0,Pequeña
299,BUENOS AIRES,Olavarría,Espigas,492,False,False,False,False,False,False,True,False,False,6595050.0,-36.4122732396335,-60.6730694647,1,Muy pequeña
300,BUENOS AIRES,Olavarría,Hinojo,3841,True,False,False,True,True,False,True,True,True,6595060.0,-36.8805120719062,-60.1771940245473,6,Mediana
301,BUENOS AIRES,Olavarría,Olavarría,89721,True,True,True,True,True,False,True,True,True,6595070.0,-36.8920935788859,-60.3180046559577,8,Grande
302,BUENOS AIRES,Olavarría,Recalde,385,False,False,False,False,False,False,True,False,False,6595080.0,-36.6515016172821,-61.0845040269815,1,Muy pequeña
303,BUENOS AIRES,Olavarría,Santa Luisa,40,False,False,False,False,False,False,False,True,False,6595090.0,-37.1256790161133,-60.4158706665039,1,Muy pequeña
304,BUENOS AIRES,Tres De Febrero,Villa Bosch (Est. Juan Maria Bosch),24967,True,True,False,True,False,False,True,True,True,6840010.0,-34.5822981982887,-58.5802932642206,6,Grande
305,BUENOS AIRES,Tres De Febrero,Villa Raffo,7948,True,True,False,True,False,False,True,True,True,6840010.0,-34.6083090753398,-58.5319718083201,6,Mediana
306,BUENOS AIRES,Tres Lomas,Ingeniero Thompson,150,False,False,False,False,False,False,True,False,False,6847010.0,-36.6102541131892,-62.9109612139671,1,Muy pequeña
307,BUENOS AIRES,Tres Lomas,Tres Lomas,8061,True,True,True,True,False,True,True,True,True,6847020.0,-36.458109497037,-62.8621355091327,8,Mediana
308,BUENOS AIRES,Vicente López,Carapachay,14923,True,True,False,True,False,False,True,True,True,6861010.0,-34.5259149691463,-58.5357639427634,6,Grande
309,BUENOS AIRES,Vicente López,Florida,47339,True,True,False,True,False,True,True,True,True,6861010.0,-34.5327432636609,-58.4910979599198,7,Grande
310,BUENOS AIRES,Vicente López,Florida Oeste,27261,True,True,False,True,True,True,True,True,True,6861010.0,-34.5394223366496,-58.5148137943065,8,Grande
311,BUENOS AIRES,Vicente López,La Lucila,12014,True,True,False,True,False,False,True,True,True,6861010.0,-34.4985433329471,-58.486582489457,6,Grande
312,CABA,COMUNA 03,BALVANERA,138926,True,True,True,True,True,True,True,True,True,2000010.0,-34.6090997738407,-58.4030625195747,9,Grande
313,CABA,COMUNA 13,BELGRANO,126831,True,True,True,True,True,True,True,True,True,2000010.0,-34.5548815240237,-58.4502890947349,9,Grande
314,BUENOS AIRES,Olavarría,Sierra Chica,4812,False,True,False,False,False,False,False,True,True,6595100.0,-36.843238222524,-60.2234271381196,3,Mediana
315,BUENOS AIRES,Olavarría,Sierras Bayas,3849,True,False,True,False,False,False,True,False,False,6595110.0,-36.9225238148372,-60.2157925414657,3,Mediana
316,BUENOS AIRES,Olavarría,Villa Alfredo Fortabat,3451,True,False,False,False,False,False,True,True,True,6595120.0,-36.9802714637124,-60.2790828437139,4,Mediana
317,BUENOS AIRES,Olavarría,Villa Arrieta,0,False,False,False,False,False,False,False,True,True,6595080.0,-36.9436605372421,-60.1578271825148,2,Muy pequeña
318,BUENOS AIRES,Olavarría,Villa La Serranía,167,False,False,False,False,False,False,False,False,True,6595130.0,-36.9903632120511,-60.3108081181748,1,Muy pequeña
319,BUENOS AIRES,Patagones,Bahía San Blas,611,False,False,True,False,False,True,True,True,True,6602010.0,-40.5602246137406,-62.2380643077459,5,Pequeña
320,BUENOS AIRES,Patagones,Cardenal Cagliero,89,False,False,False,False,False,False,False,False,True,6602020.0,-40.6522000086693,-62.7575972084464,1,Muy pequeña
321,BUENOS AIRES,Patagones,Carmen de Patagones,20533,True,False,True,True,True,True,True,True,True,6602030.0,-40.797298324401,-62.984754269904,8,Grande
322,BUENOS AIRES,Patagones,José B. Casas,40,False,False,False,False,False,True,False,False,False,6602040.0,-40.4363643935514,-62.5449343513868,1,Muy pequeña
323,BUENOS AIRES,Patagones,Juan A. Pradere,521,False,True,False,False,False,True,False,False,True,6602050.0,-39.5993801239416,-62.6510470779021,3,Pequeña
324,BUENOS AIRES,Patagones,Stroeder,1998,False,False,True,True,False,True,True,True,True,6602060.0,-40.1854869993736,-62.6205163469862,6,Pequeña
325,BUENOS AIRES,Patagones,Villalonga,4517,True,False,True,True,False,True,True,True,True,6602070.0,-39.9151387867695,-62.6188702678852,7,Mediana
326,BUENOS AIRES,Pehuajó,Capitán Castro,49,False,False,False,False,False,True,False,False,False,6609010.0,-35.913692884071,-62.2240579143551,1,Muy pequeña
327,BUENOS AIRES,Pehuajó,Chiclana,0,False,False,False,False,False,True,False,True,True,6609080.0,-35.7327373193414,-61.7439272931387,3,Muy pequeña
328,BUENOS AIRES,Benito Juárez,Benito Juárez (Est. Juárez),14279,True,False,True,True,True,True,True,True,True,6084020.0,-37.6766410210105,-59.8057677109444,8,Grande
329,BUENOS AIRES,Benito Juárez,López,138,False,False,False,True,False,True,False,False,False,6084030.0,-37.5545120854221,-59.6278461536299,2,Muy pequeña
330,BUENOS AIRES,Benito Juárez,Tedín Uriburu,157,False,False,False,False,False,False,False,True,True,6084040.0,-37.3683686253208,-59.7630391604187,2,Muy pequeña
331,BUENOS AIRES,Benito Juárez,Villa Cacique (Est. Alfredo Fortabat),2689,False,False,False,True,True,True,False,True,True,6084050.0,-37.6704778893557,-59.4003533386514,5,Mediana
332,BUENOS AIRES,Berazategui,Berazategui,100855,True,True,True,True,True,True,True,True,True,6091010.0,-34.7597493264937,-58.2019645234278,9,Grande
333,BUENOS AIRES,Berazategui,Berazategui Oeste,87792,True,True,False,True,False,False,True,True,True,6091010.0,-34.7804201858899,-58.2415010261207,6,Grande
334,BUENOS AIRES,Berazategui,Carlos Tomás Sourigues,11695,True,True,False,True,False,False,True,True,True,6091010.0,-34.8021192214631,-58.2188212494897,6,Grande
335,BUENOS AIRES,Berazategui,Centro Agrícola El Pato,7847,True,True,False,True,False,True,True,True,True,6091010.0,-34.9067557072114,-58.1966995021239,7,Mediana
336,BUENOS AIRES,Lincoln,Arenaza,1328,False,False,False,True,False,False,True,True,True,6469010.0,-34.9846043002155,-61.7729116988591,4,Pequeña
337,BUENOS AIRES,Lincoln,Bayauca,541,False,False,False,False,False,True,True,False,True,6469020.0,-34.8710511337121,-61.2895451446375,3,Pequeña
338,BUENOS AIRES,Lincoln,Bermúdez,72,False,False,False,False,False,False,False,False,False,6469030.0,-34.6966047108596,-61.3250128810539,0,Muy pequeña
339,BUENOS AIRES,Lincoln,Carlos Salas,234,False,False,False,False,False,True,False,False,False,6469040.0,-35.3913662871435,-61.9949102331933,1,Muy pequeña
340,BUENOS AIRES,Lincoln,Coronel Martínez de Hoz (Ap. Kilómetro 322),1041,True,False,False,False,False,False,True,True,True,6469050.0,-35.3321817215807,-61.6140851684372,4,Pequeña
341,BUENOS AIRES,Lincoln,El Triunfo,1543,False,False,True,True,False,False,True,True,True,6469060.0,-35.0882210775847,-61.5163333232822,5,Pequeña
342,BUENOS AIRES,Lincoln,Las Toscas,485,True,False,False,False,False,False,True,False,False,6469070.0,-35.3627586364746,-61.8061599731445,2,Muy pequeña
343,BUENOS AIRES,Lincoln,Lincoln,28051,True,True,True,True,False,False,True,True,True,6469080.0,-34.869042222818,-61.5291649669285,7,Grande
344,BUENOS AIRES,Lincoln,Pasteur,1962,False,False,False,False,True,True,True,True,True,6469090.0,-35.1426386337075,-62.2439028944602,5,Pequeña
345,BUENOS AIRES,Lincoln,Roberts,2982,False,False,True,True,False,False,True,True,True,6469100.0,-35.1440875676884,-61.9707859541264,5,Mediana
346,BUENOS AIRES,Lincoln,Triunvirato,76,False,False,False,False,False,False,False,False,False,6469110.0,-34.6758379792473,-61.4657087059048,0,Muy pequeña
347,BUENOS AIRES,Lobería,Arenas Verdes,12,False,False,False,False,False,False,False,True,True,6476010.0,-38.5463782386967,-58.557322112625,2,Muy pequeña
348,BUENOS AIRES,Lobería,Licenciado Matienzo,76,False,False,False,False,False,True,False,False,False,6476020.0,-37.9097927118145,-58.9120965943062,1,Muy pequeña
349,BUENOS AIRES,Lobería,Lobería,13005,True,False,True,True,True,True,True,True,True,6476030.0,-38.165273387122,-58.7822303314999,8,Grande
350,BUENOS AIRES,Lobería,Pieres,36,False,False,False,False,False,True,True,False,True,6476040.0,-38.3962306181995,-58.670580006548,3,Muy pequeña
351,BUENOS AIRES,Vicente López,Munro,35234,True,True,False,True,True,True,True,True,True,6861010.0,-34.5272623078248,-58.5255060588714,8,Grande
352,BUENOS AIRES,Vicente López,Olivos,74242,True,True,True,True,True,False,True,True,True,6861010.0,-34.512161433984,-58.4985444232342,8,Grande
353,BUENOS AIRES,Vicente López,Vicente López,23668,True,True,True,True,False,True,True,True,True,6861010.0,-34.525536745172,-58.4736495025234,8,Grande
354,BUENOS AIRES,Vicente López,Villa Adelina,9122,False,True,False,True,False,False,False,True,True,6861010.0,-34.5287596487564,-58.5460242623901,4,Mediana
355,BUENOS AIRES,Vicente López,Villa Martelli,25616,True,True,False,True,True,True,True,True,True,6861010.0,-34.5525979527695,-58.5091432644227,8,Grande
356,BUENOS AIRES,Villa Gesell,Mar Azul,1797,False,False,False,False,False,False,True,True,True,6868010.0,-37.3366731576801,-57.032501468863,3,Pequeña
357,BUENOS AIRES,Villa Gesell,Mar De Las Pampas,0,False,False,False,False,False,False,False,True,True,6868020.0,-37.3281312355181,-57.0399070097774,2,Muy pequeña
358,CABA,COMUNA 03,SAN CRISTOBAL,48611,True,True,True,True,True,True,True,True,True,2000010.0,-34.623864473461,-58.4018857979853,9,Grande
359,CABA,COMUNA 13,COLEGIALES,52551,True,True,True,True,True,True,True,True,True,2000010.0,-34.5746427442082,-58.4509682045183,9,Grande
360,CABA,COMUNA 04,BARRACAS,89452,True,True,True,True,True,True,True,True,True,2000010.0,-34.6464135507847,-58.3842710319828,9,Grande
361,CABA,COMUNA 13,NUÑEZ,51949,True,True,True,True,True,True,True,True,True,2000010.0,-34.5437376606688,-58.4628575470422,9,Grande
362,SANTA FE,Constitución,Bombal,3137,True,True,False,True,False,True,True,True,True,82028040.0,-33.4600615218579,-61.3189324391797,7,Mediana
363,SANTA FE,Constitución,Cañada Rica,641,False,False,False,False,False,False,True,False,True,82028050.0,-33.5174175561246,-60.6132968867711,2,Pequeña
364,SANTA FE,Constitución,Cepeda,349,False,False,False,False,False,True,False,False,False,82028060.0,-33.3984208661427,-60.6241114199013,1,Muy pequeña
365,SANTA FE,Constitución,Empalme Villa Constitución,6241,True,False,False,False,False,False,True,False,True,82028070.0,-33.2628625471248,-60.3804644639294,3,Mediana
366,SANTA FE,Constitución,Firmat,28,False,False,False,False,False,False,False,False,False,82028080.0,-33.441023527734,-61.473143421839,0,Muy pequeña
367,SANTA FE,Constitución,General Gelly,610,True,False,False,False,False,True,False,False,True,82028090.0,-33.6018434911159,-60.5989383522422,3,Pequeña
368,SANTA FE,Constitución,Godoy,1189,False,False,False,False,False,True,True,True,True,82028100.0,-33.3697098731789,-60.5094130215383,4,Pequeña
369,SANTA FE,Constitución,Juan B. Molina,1265,True,False,False,True,False,True,True,True,True,82028110.0,-33.496020689866,-60.5122133295946,6,Pequeña
370,SANTA FE,Constitución,Juncal,941,True,False,False,True,False,True,True,False,False,82028120.0,-33.71761494002,-61.0500179215707,4,Pequeña
371,SANTA FE,Constitución,La Vanguardia,385,False,False,False,True,False,False,True,False,False,82028130.0,-33.3596257970974,-60.6584568664422,2,Muy pequeña
372,SANTA FE,Constitución,Máximo Paz (Est. Paz),3441,True,True,False,True,False,True,True,True,True,82028140.0,-33.4851439474937,-60.9567885809825,7,Mediana
373,SANTA FE,Constitución,Pavón,876,True,False,False,False,False,False,True,True,True,82028150.0,-33.2430754805422,-60.4062757935089,4,Pequeña
374,SANTA FE,Constitución,Pavón Arriba,1834,False,True,False,True,False,True,True,True,True,82028160.0,-33.3134173933438,-60.8249758944661,6,Pequeña
375,SANTA FE,Constitución,Peyrano,2517,False,True,False,False,False,False,True,False,True,82028170.0,-33.5411378598405,-60.804329558703,3,Mediana
376,BUENOS AIRES,Berazategui,Guillermo E. Hudson,49458,True,True,True,True,False,False,True,True,True,6091010.0,-34.7897594857633,-58.1439692638183,7,Grande
377,BUENOS AIRES,Berazategui,Juan María Gutierrez,14868,True,True,True,True,False,True,True,True,True,6091010.0,-34.8348420760566,-58.1819061125702,8,Grande
378,BUENOS AIRES,Berazategui,Pereyra,1291,True,True,True,True,False,False,True,False,True,6091010.0,-34.8471945391094,-58.1392765205344,6,Pequeña
379,BUENOS AIRES,Berazategui,Plátanos,17961,False,True,False,True,False,False,True,True,True,6091010.0,-34.7674201820877,-58.1652686003148,5,Grande
380,BUENOS AIRES,Berazategui,Ranelagh,17183,True,True,True,True,True,False,True,True,True,6091010.0,-34.7941468501172,-58.1989815634425,8,Grande
381,BUENOS AIRES,Berazategui,Villa España,15205,True,True,False,True,False,False,True,True,True,6091010.0,-34.776063416904,-58.2002532983623,6,Grande
382,BUENOS AIRES,Berisso,Barrio Banco Provincia,0,False,False,False,False,False,False,False,False,True,6098010.0,-34.8752589900973,-57.8550856662877,1,Muy pequeña
383,BUENOS AIRES,Berisso,Barrio El Carmen (Este),0,False,False,False,True,False,True,False,True,True,6098010.0,-34.9293102150655,-57.8853552505795,4,Muy pequeña
384,BUENOS AIRES,Berisso,Barrio Universitario,0,False,False,False,False,False,False,False,True,True,6098010.0,-34.9027528834433,-57.9270884333304,2,Muy pequeña
385,BUENOS AIRES,Lobería,San Manuel,1126,False,False,False,True,False,True,True,True,True,6476050.0,-37.7892829007834,-58.8486476710495,5,Pequeña
386,BUENOS AIRES,Lobería,Tamangueyú,438,False,False,False,False,False,False,False,False,False,6476060.0,-38.2010112434137,-58.7373143964601,0,Muy pequeña
387,BUENOS AIRES,Lobos,Antonio Carboni,295,True,False,True,True,False,True,True,False,False,6483010.0,-35.2033088915799,-59.3449562581802,5,Muy pequeña
388,BUENOS AIRES,Lobos,Elvira,133,False,False,False,True,False,True,True,False,False,6483020.0,-35.243272141682,-59.4860397931491,3,Muy pequeña
389,BUENOS AIRES,Lobos,Laguna de Lobos,509,False,False,False,False,False,False,False,True,True,6483030.0,-35.2747624905943,-59.1339060011927,2,Pequeña
390,BUENOS AIRES,Lobos,Lobos,29868,True,False,True,True,False,True,True,True,True,6483040.0,-35.1858677983922,-59.0957115706922,7,Grande
391,BUENOS AIRES,Lobos,Salvador María,830,True,False,False,True,False,True,True,False,True,6483050.0,-35.3028071422894,-59.1696841440203,5,Pequeña
392,BUENOS AIRES,Lomas De Zamora,Banfield,233339,True,True,True,True,True,False,True,True,True,6490010.0,-34.7379027155314,-58.440675368556,8,Grande
393,BUENOS AIRES,Lomas De Zamora,Llavallol,43211,True,True,True,True,False,True,True,True,True,6490010.0,-34.7946182344111,-58.4320908524909,8,Grande
394,BUENOS AIRES,Villa Gesell,Villa Gesell,29593,True,False,False,True,False,False,True,True,True,6868020.0,-37.2464704698501,-56.9707267624406,5,Grande
395,BUENOS AIRES,Villarino,Argerich,80,False,False,False,False,False,True,True,False,False,6875010.0,-38.7686560837266,-62.6025276771033,2,Muy pequeña
396,BUENOS AIRES,Villarino,Colonia San Adolfo,109,False,False,False,False,False,False,False,False,False,6875020.0,-39.3983952518232,-62.5711721088672,0,Muy pequeña
397,BUENOS AIRES,Villarino,Country Los Medanos,61,False,False,False,False,False,True,False,False,False,6875025.0,-38.8468445915571,-62.738741885831,1,Muy pequeña
398,BUENOS AIRES,Villarino,Hilario Ascasubi,3427,False,False,False,False,False,False,True,True,True,6875030.0,-39.3758602632663,-62.6477900877351,3,Mediana
399,BUENOS AIRES,Villarino,Mayor Buratovich,5372,True,False,False,True,False,False,True,True,True,6875050.0,-39.2590946793617,-62.6157889589915,5,Mediana
400,BUENOS AIRES,Villarino,Médanos,5245,True,True,True,False,False,True,True,True,True,6875060.0,-38.8293145512181,-62.6943321574343,7,Mediana
401,BUENOS AIRES,Villarino,Pedro Luro,9494,True,True,False,True,False,True,True,True,True,6875070.0,-39.5007767274615,-62.6874317159849,7,Mediana
402,BUENOS AIRES,Villarino,Teniente Origone,145,False,False,False,False,False,True,True,False,True,6875080.0,-39.0580586668564,-62.5697137402023,3,Muy pequeña
403,BUENOS AIRES,Zárate,Barrio Saavedra,0,False,False,False,False,False,False,False,True,True,6882050.0,-34.1263843372848,-59.020156759664,2,Muy pequeña
404,BUENOS AIRES,Zárate,Country Club El Casco,452,False,False,False,False,False,False,False,True,True,6882020.0,-34.1275885141615,-59.0834596008166,2,Muy pequeña
405,BUENOS AIRES,Zárate,Escalada,213,False,False,False,False,False,False,False,False,False,6882030.0,-34.160933188334,-59.1125399836881,0,Muy pequeña
406,BUENOS AIRES,Berisso,Berisso,87698,True,True,True,True,False,True,True,True,True,6098010.0,-34.8746353679645,-57.8947472316799,8,Grande
407,BUENOS AIRES,Berisso,Los Talas,0,False,False,False,False,False,False,False,False,False,6098010.0,-34.9190209219847,-57.7909954962894,0,Muy pequeña
408,BUENOS AIRES,Berisso,Villa Arguello,0,False,False,False,True,False,True,False,True,True,6098010.0,-34.9053981881099,-57.9180815078165,4,Muy pequeña
409,BUENOS AIRES,Berisso,Villa Dolores,0,False,False,False,False,False,False,False,True,True,6098010.0,-34.8802085383888,-57.8663036732616,2,Muy pequeña
410,BUENOS AIRES,Berisso,Villa Independencia,0,False,False,False,False,False,False,False,False,False,6098010.0,-34.8829519743895,-57.8614892695719,0,Muy pequeña
411,BUENOS AIRES,Berisso,Villa Nueva,0,False,False,False,True,False,True,False,True,True,6098010.0,-34.8957079362353,-57.9108816644737,4,Muy pequeña
412,BUENOS AIRES,Berisso,Villa Porteña,0,False,False,False,False,False,False,False,False,False,6098010.0,-34.891043310448,-57.8963773978494,0,Muy pequeña
413,BUENOS AIRES,Berisso,Villa Progreso,0,False,False,False,True,False,True,False,False,False,6098010.0,-34.9308766123633,-57.8468799885622,2,Muy pequeña
414,BUENOS AIRES,Berisso,Villa San Carlos,0,False,False,False,False,False,False,False,True,True,6098010.0,-34.8838130805,-57.87701595642,2,Muy pequeña
415,BUENOS AIRES,Berisso,Villa Zula,0,False,False,False,False,False,False,False,False,False,6098010.0,-34.9221646298322,-57.8009664840662,0,Muy pequeña
416,BUENOS AIRES,Bolívar,Hale,211,True,False,False,False,False,False,True,False,False,6105010.0,-36.0010429767568,-60.8534495072374,2,Muy pequeña
417,BUENOS AIRES,Bolívar,Juan F. Ibarra,33,False,False,False,False,False,False,False,False,False,6105020.0,-36.3498770527922,-61.2552591224518,0,Muy pequeña
418,BUENOS AIRES,Bolívar,Mariano Unzué,0,False,False,False,False,False,False,False,False,False,6105060.0,-36.1440485245343,-61.0116010100704,0,Muy pequeña
419,BUENOS AIRES,Bolívar,Paula,40,False,False,False,False,False,False,False,False,False,6105040.0,-36.5053183545527,-61.0243287245345,0,Muy pequeña
